NVDA,2021-10-11 11:00:00 +0300 MSK,315.944171,315.944171,315.944171,315.944171
TSLA,2021-10-11 11:00:00 +0300 MSK,402.147622,402.147622,402.147622,402.147622
AAPL,2021-10-11 11:00:00 +0300 MSK,115.660699,115.660699,115.660699,115.660699
SBER,2021-10-11 11:00:00 +0300 MSK,207.865020,207.865020,207.865020,207.865020
NVDA,2021-10-11 11:00:00 +0300 MSK,302.608277,302.608277,302.608277,302.608277
TSLA,2021-10-11 11:00:00 +0300 MSK,403.800655,403.800655,403.800655,403.800655
AAPL,2021-10-11 11:00:00 +0300 MSK,114.796516,114.796516,114.796516,114.796516
SBER,2021-10-11 11:00:00 +0300 MSK,213.080828,213.080828,213.080828,213.080828
NVDA,2021-10-11 11:00:00 +0300 MSK,301.967676,301.967676,301.967676,301.967676
TSLA,2021-10-11 11:00:00 +0300 MSK,410.407606,410.407606,410.407606,410.407606
AAPL,2021-10-11 11:00:00 +0300 MSK,101.994593,101.994593,101.994593,101.994593
SBER,2021-10-11 11:00:00 +0300 MSK,203.036868,203.036868,203.036868,203.036868
NVDA,2021-10-11 11:00:00 +0300 MSK,301.523805,301.523805,301.523805,301.523805
TSLA,2021-10-11 11:00:00 +0300 MSK,406.304162,406.304162,406.304162,406.304162
AAPL,2021-10-11 11:00:00 +0300 MSK,103.193018,103.193018,103.193018,103.193018
SBER,2021-10-11 11:00:00 +0300 MSK,202.756081,202.756081,202.756081,202.756081
NVDA,2021-10-11 11:00:00 +0300 MSK,306.452214,306.452214,306.452214,306.452214
TSLA,2021-10-11 11:00:00 +0300 MSK,410.781490,410.781490,410.781490,410.781490
AAPL,2021-10-11 11:00:00 +0300 MSK,111.417033,111.417033,111.417033,111.417033
SBER,2021-10-11 11:00:00 +0300 MSK,210.255635,210.255635,210.255635,210.255635
NVDA,2021-10-11 11:00:00 +0300 MSK,313.683503,313.683503,313.683503,313.683503
TSLA,2021-10-11 11:00:00 +0300 MSK,413.060804,413.060804,413.060804,413.060804
AAPL,2021-10-11 11:00:00 +0300 MSK,110.489995,110.489995,110.489995,110.489995
SBER,2021-10-11 11:00:00 +0300 MSK,213.085403,213.085403,213.085403,213.085403
NVDA,2021-10-11 11:00:00 +0300 MSK,314.327367,314.327367,314.327367,314.327367
TSLA,2021-10-11 11:00:00 +0300 MSK,412.732884,412.732884,412.732884,412.732884
AAPL,2021-10-11 11:01:00 +0300 MSK,100.256518,100.256518,100.256518,100.256518
SBER,2021-10-11 11:01:00 +0300 MSK,200.613644,200.613644,200.613644,200.613644
NVDA,2021-10-11 11:01:00 +0300 MSK,301.960617,301.960617,301.960617,301.960617
TSLA,2021-10-11 11:01:00 +0300 MSK,407.382234,407.382234,407.382234,407.382234
AAPL,2021-10-11 11:01:00 +0300 MSK,116.529083,116.529083,116.529083,116.529083
SBER,2021-10-11 11:01:00 +0300 MSK,206.953634,206.953634,206.953634,206.953634
NVDA,2021-10-11 11:01:00 +0300 MSK,306.886300,306.886300,306.886300,306.886300
TSLA,2021-10-11 11:01:00 +0300 MSK,405.059996,405.059996,405.059996,405.059996
AAPL,2021-10-11 11:01:00 +0300 MSK,104.329423,104.329423,104.329423,104.329423
SBER,2021-10-11 11:01:00 +0300 MSK,211.100043,211.100043,211.100043,211.100043
NVDA,2021-10-11 11:01:00 +0300 MSK,308.041417,308.041417,308.041417,308.041417
TSLA,2021-10-11 11:01:00 +0300 MSK,410.129941,410.129941,410.129941,410.129941
AAPL,2021-10-11 11:01:00 +0300 MSK,103.373593,103.373593,103.373593,103.373593
SBER,2021-10-11 11:01:00 +0300 MSK,206.627365,206.627365,206.627365,206.627365
NVDA,2021-10-11 11:01:00 +0300 MSK,316.558562,316.558562,316.558562,316.558562
TSLA,2021-10-11 11:01:00 +0300 MSK,414.005757,414.005757,414.005757,414.005757
AAPL,2021-10-11 11:01:00 +0300 MSK,101.158525,101.158525,101.158525,101.158525
SBER,2021-10-11 11:01:00 +0300 MSK,219.983190,219.983190,219.983190,219.983190
NVDA,2021-10-11 11:01:00 +0300 MSK,308.230807,308.230807,308.230807,308.230807
TSLA,2021-10-11 11:01:00 +0300 MSK,402.233493,402.233493,402.233493,402.233493
AAPL,2021-10-11 11:01:00 +0300 MSK,115.615082,115.615082,115.615082,115.615082
SBER,2021-10-11 11:01:00 +0300 MSK,201.842352,201.842352,201.842352,201.842352
NVDA,2021-10-11 11:01:00 +0300 MSK,301.069892,301.069892,301.069892,301.069892
TSLA,2021-10-11 11:01:00 +0300 MSK,414.293916,414.293916,414.293916,414.293916
AAPL,2021-10-11 11:01:00 +0300 MSK,105.015246,105.015246,105.015246,105.015246
SBER,2021-10-11 11:01:00 +0300 MSK,216.972658,216.972658,216.972658,216.972658
NVDA,2021-10-11 11:01:00 +0300 MSK,319.477637,319.477637,319.477637,319.477637
TSLA,2021-10-11 11:01:00 +0300 MSK,404.251219,404.251219,404.251219,404.251219
AAPL,2021-10-11 11:01:00 +0300 MSK,100.430676,100.430676,100.430676,100.430676
SBER,2021-10-11 11:01:00 +0300 MSK,218.903895,218.903895,218.903895,218.903895
NVDA,2021-10-11 11:01:00 +0300 MSK,301.859403,301.859403,301.859403,301.859403
TSLA,2021-10-11 11:01:00 +0300 MSK,412.916667,412.916667,412.916667,412.916667
AAPL,2021-10-11 11:02:00 +0300 MSK,106.237711,106.237711,106.237711,106.237711
SBER,2021-10-11 11:02:00 +0300 MSK,208.969287,208.969287,208.969287,208.969287
NVDA,2021-10-11 11:02:00 +0300 MSK,309.744785,309.744785,309.744785,309.744785
TSLA,2021-10-11 11:02:00 +0300 MSK,401.649594,401.649594,401.649594,401.649594
AAPL,2021-10-11 11:02:00 +0300 MSK,113.436582,113.436582,113.436582,113.436582
SBER,2021-10-11 11:02:00 +0300 MSK,208.003766,208.003766,208.003766,208.003766
NVDA,2021-10-11 11:02:00 +0300 MSK,318.005503,318.005503,318.005503,318.005503
TSLA,2021-10-11 11:02:00 +0300 MSK,418.997664,418.997664,418.997664,418.997664
SBER,2021-10-11 11:02:00 +0300 MSK,209.987710,209.987710,209.987710,209.987710
NVDA,2021-10-11 11:02:00 +0300 MSK,308.008646,308.008646,308.008646,308.008646
TSLA,2021-10-11 11:02:00 +0300 MSK,400.396173,400.396173,400.396173,400.396173
AAPL,2021-10-11 11:02:00 +0300 MSK,106.386625,106.386625,106.386625,106.386625
